course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
Diseno;1;Desemp. Bajo;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Enrolled
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
Diseno;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Sociales;0;Desemp. Bajo;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Exactas;0;Desemp. Basico;1;1;0;IB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Diseno;1;Desemp. Basico;1;0;1;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Diseno;1;Desemp. Bajo;1;0;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Bajo;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Alto;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;0;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
Ciencias Agrarias;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Exactas;1;Desemp. Basico;1;0;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
Ciencias de la Salud;1;Desemp. Basico;0;1;1;MB;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Diseno;1;Desemp. Bajo;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Sociales;0;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Agrarias;1;Desemp. Basico;1;0;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Enrolled
Ciencias Sociales;0;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Sociales;0;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
Diseno;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias Sociales;1;Desemp. Bajo;0;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Agrarias;1;Desemp. Alto;0;1;0;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Diseno;1;Desemp. Alto;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Agrarias;1;Desemp. Basico;1;0;0;IB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Ciencias Agrarias;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Enrolled
Ciencias Exactas;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Bajo;1;1;0;B;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Enrolled
Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Agrarias;1;Desemp. Basico;0;0;0;IA;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Bajo;0;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Alto;1;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Ciencias de la Salud;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
Diseno;1;Desemp. Basico;1;1;0;IB;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Enrolled
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias de la Salud;1;Desemp. Bajo;0;1;1;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;IB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Agrarias;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Diseno;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Enrolled
Ciencias Agrarias;1;Desemp. Basico;1;1;0;IA;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Basico;0;1;0;IB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias de la Salud;1;Desemp. Bajo;1;1;1;B;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Dropout
Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
Ciencias Exactas;1;Desemp. Basico;1;1;0;IB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Exactas;0;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
Ciencias Exactas;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;0;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Diseno;1;Desemp. Alto;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Agrarias;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
Diseno;1;Desemp. Basico;1;0;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Enrolled
Ciencias Exactas;1;Desemp. Bajo;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Ciencias de la Salud;1;Desemp. Basico;1;1;0;IB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Dropout
Diseno;1;Desemp. Bajo;0;1;0;MB;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Exactas;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
Diseno;1;Desemp. Basico;0;0;0;B;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
Diseno;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Ciencias de la Salud;1;Desemp. Alto;1;0;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Enrolled
Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Dropout
Ciencias Exactas;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Dropout
Ciencias Sociales;1;Desemp. Bajo;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;0;0;0;B;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;0;0;0;MB;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
Ciencias Sociales;0;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
Ciencias de la Salud;1;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
Ciencias Exactas;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Enrolled
Ciencias Sociales;1;Desemp. Bajo;0;0;0;IB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
Diseno;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
Diseno;1;Desemp. Basico;1;1;1;IB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
